"messageKey","","en","de","es","fr","pt","ru","zh","ka"
"ships.module.name.hpt_electroniccountermeasure_tiny","Electronic Countermeasure","","","Contramedida Electrónica","Contre-mesure électronique","Contramedida Eletrônica","Радиоэлектронное подавление","",""
"ships.module.name.hpt_heatsinklauncher_turret_tiny","Heat Sink Launcher","","","Eyector Térmico","","Dissipador Térmico","Теплоотводная катапульта","",""
"ships.module.name.hpt_plasmapointdefence_turret_tiny","Point Defence","","","Defensa de Punto","Tourelle de Défense Ponctuelle","Defesa de Ponto","Турель точечной обороны","",""
"ships.module.name.hpt_mininglaser_fixed_small","Mining Laser","","","Láser de Minería","Laser minier","Laser de Mineração","Проходочный лазер","",""
"ships.module.name.hpt_mininglaser_fixed_medium","Mining Laser","","","Láser de Minería","Laser minier","Laser de Mineração","Проходочный лазер","",""
"ships.module.name.int_dockingcomputer_standard","Standard Docking Computer","","","Computadora de Aterrizaje","Ordinateur d'appontage standard","Computador de Docagem","Стандартный стыковочный компьютер","",""
"ships.module.name.int_powerplant_size2_class1","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size2_class2","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size2_class3","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size2_class4","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size2_class5","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size3_class1","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size3_class2","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size3_class3","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size3_class4","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size3_class5","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size4_class1","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size4_class2","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size4_class3","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size4_class4","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size4_class5","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size5_class1","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size5_class2","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size5_class3","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size5_class4","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size5_class5","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size6_class1","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size6_class2","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size6_class3","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size6_class4","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size6_class5","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size7_class1","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size7_class2","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size7_class3","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size7_class4","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size7_class5","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size8_class1","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size8_class2","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size8_class3","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size8_class4","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_powerplant_size8_class5","Power Plant","","","Núcleo de Energía","Générateur","Gerador de Energia","Силовая установка","",""
"ships.module.name.int_engine_size2_class1","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size2_class2","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size2_class3","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size2_class4","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size2_class5","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size3_class1","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size3_class2","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size3_class3","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size3_class4","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size3_class5","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size4_class1","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size4_class2","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size4_class3","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size4_class4","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size4_class5","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size5_class1","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size5_class2","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size5_class3","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size5_class4","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size5_class5","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size6_class1","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size6_class2","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size6_class3","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
"ships.module.name.int_engine_size6_class4","Thrusters","","","Impulsores","Propulseurs","Propulsores","Маневровые двигатели","",""
