system,body,distance,material,x,y,z
Graea Hypue CG-W d2-20,2 b a,984.648811,polonium,-825.75,-635.5,13290.59375
Graea Hypue GT-P d6-549,1 b a,650.798759,polonium,-1269,-386.21875,13617.3125
Wregoe AC-K c22-5,8 a,1441.717823,polonium,451.4375,57.875,-73.34375
HIP 35822,8 c a,2260.132995,polonium,711,-104.375,-327.5625
Graea Hypue GC-U d3-1,2 e a,688.450727,polonium,-1184.875,-821.125,13337.1875
HIP 38339,9 a a,1991.416082,polonium,716.9375,46.34375,-432.28125
Nuekau WJ-D c14-5,B 3 a,9911.057414,polonium,-1487.03125,-498.71875,13635
Synuefe CL-N c23-10,12 d a,1637.755914,polonium,441.78125,-142.46875,-44.28125
Swoilz OY-E b17-1,A 3 a,54.763597,polonium,1033.34375,-180.3125,586.1875
Swoilz ST-E c6,2 a,265.119316,polonium,587.375,-272.96875,239.625
Graea Hypue RT-Q d5-3,A 2 a,969.920726,polonium,-742.8125,-738.46875,13535.625
Synuefe SC-U c19-9,3 a,387.70087,polonium,516.375,-200.15625,-216.40625
Prua Dryoae IO-X c2-3,1 c,227.688172,polonium,1230.375,-685.5625,360
Swoilz WJ-X d2-88,A 1,69.398347,ruthenium,923.46875,-139.125,527.59375
Col 173 Sector KS-J d9-1,1 a,27.244323,ruthenium,1633.375,-163.0625,87.59375
Col 173 Sector JA-C c14-9,A 1,9.978927,ruthenium,859.34375,-178.9375,-105
Graea Hypue RL-V c3-0,A 1,8.850839,ruthenium,-259.125,-779.96875,13175.8125
Graea Hypue QF-S c6-106,B 1,15592.1044,ruthenium,-942.5625,-318,13309.6875
Graea Hypue JQ-X d1-86,B 1,23312.39032,ruthenium,-281.625,-782.40625,13251.15625
Graea Hypue MN-A d1-210,C 1 a,40998.21135,ruthenium,-800.0625,-275.1875,13150.4375
Wregoe DQ-G d10-142,C 1,12888.73031,ruthenium,834.15625,44.1875,-148.125
Graea Hypue UK-V d3-722,3,64.243949,ruthenium,-1022.34375,-205.9375,13404.03125
Graea Hypue DS-R d5-674,A 2,72.656365,ruthenium,-1029.4375,-298.84375,13540.84375
Synuefe DW-L c24-21,1,7.373654,ruthenium,390.78125,-93.0625,-19.59375
Graea Hypue CS-R d5-680,B 1 a,25889.61555,ruthenium,-1154.46875,-269.875,13530.65625
Wregoe YY-X b28-2,C 2,79966.20131,ruthenium,658.84375,36.40625,-440.4375
Wregoe EP-K b49-3,B 1,1271.497265,ruthenium,464.09375,-21.90625,4.625
Synuefe ND-P b52-3,B 1,2566.087258,ruthenium,398.5,-261.5,69.78125
Col 132 Sector AW-V b31-1,A 2,22.605231,ruthenium,1089.125,-255.40625,-427.125
Synuefe VB-P c21-5,C 2,18750.03628,ruthenium,725.8125,-515.5,-116.46875
Synuefe WG-J d10-79,1,8.956137,ruthenium,466.4375,-158.78125,-156.21875
Praea Euq XU-U b2-2,C 1,106160.4586,ruthenium,1199.375,-17.125,287.125
Synuefe IB-H b42-1,C 1,604.288962,ruthenium,858.34375,-416.21875,-151.78125
Col 173 Sector KP-T b34-8,B 2,351.205937,ruthenium,1086.09375,25.6875,46.3125
Synuefe BS-H d11-53,3,163.995835,ruthenium,703.46875,-97.53125,-79.75
Graea Hypue ZV-Z b3-7,B 1,123.232063,ruthenium,-237.8125,-568.25,13108.75
Wregoe FA-H c10-3,C 2,42194.74356,ruthenium,623.1875,68.78125,-585.15625
Wregoe JA-W b45-2,B 2,2137.633766,ruthenium,760.34375,437.4375,-75.625
Eorl Auwsy RY-X c28-322,C 3,3147.934445,ruthenium,4960.34375,118.78125,20694.84375
Col 132 Sector IR-S b18-0,B 1,1281.021084,ruthenium,1445.25,-448.34375,-712.53125
Swoilz GP-X c2-4,3,37.44732,ruthenium,932.78125,-690.5625,351.5
NGC 2451A Sector JH-V c2-18,B 1,1608.917061,ruthenium,752.28125,-70.53125,-248.5625
Prai Hypoo TX-B d31,A 2,223.547229,ruthenium,-9235.96875,-491.90625,7903.21875
Col 173 Sector FW-N d6-11,1,8.703923,ruthenium,1277.75,-635.8125,-170.53125
Swoilz BK-R b8-1,B 1,463.945313,ruthenium,771.09375,-529.34375,398.96875
Synuefe AA-P c22-7,2,62.830564,ruthenium,420.75,-172.78125,-75.0625
NGC 3532 Sector ZZ-Y d25,A 3,141.391154,ruthenium,1507.34375,93.90625,419.96875
Synuefe CE-F b45-12,B 2,71.473,ruthenium,703.15625,-63.28125,-99.28125
Col 173 Sector EI-I d10-0,4,1173.239214,ruthenium,1162.15625,-23.84375,162.03125
Synuefe NF-Z c16-4,4,64.555026,ruthenium,715.875,-244.21875,-337.09375
Praea Euq TE-J b9-6,A 1,7.464842,ruthenium,726.28125,64.15625,416.46875
Wregoe TA-K c23-2,B 1,600.280931,ruthenium,727.46875,432.1875,-63.59375
Col 132 Sector TT-O b20-0,C 1,115168.1816,ruthenium,1428.71875,-493.375,-672.96875
Graea Hypue HI-R d5-393,A 2,286.814279,ruthenium,-1029.03125,-504.15625,13561.21875
Graea Hypue PP-N d7-362,C 1,453157.4749,ruthenium,-1231.96875,-525.4375,13693.9375
Blaa Hypai PB-A b31-0,C 1,21751.07054,ruthenium,1239.5,-642.5625,12398.03125
Swoilz PT-U c5-11,D 1,27487.15291,ruthenium,786.15625,-183.5,466.84375
Wregoe PS-K d8-4,B 2,446.463985,ruthenium,838.96875,259.75,-299.1875
Graea Hypue OY-P d6-358,2,425.425035,ruthenium,-523.84375,-292.59375,13644.125
Eorl Auwsy NS-Z c27-308,4,66.220235,ruthenium,4959,116.3125,20629.9375
Graea Hypue FI-R d5-39,4,299.010229,ruthenium,-1248.65625,-504.25,13500.6875
Wregoe WU-H b39-0,B 1,910.883341,ruthenium,937.96875,392.65625,-220.375
Wregoe AV-G d10-93,B 1,1996.205323,ruthenium,752.90625,95.4375,-135.25
Synuefe SM-Z b47-8,2,13.387431,ruthenium,704.0625,-98.96875,-35.84375
Graea Hypue GT-M c9-46,A 3,52.910149,ruthenium,-843.21875,-368,13416.5625
Col 173 Sector RX-J b12-4,A 3,26.04766,ruthenium,1057.625,20.96875,-433.84375
Vela Dark Region DM-U b3-2,A 5,30.297368,ruthenium,940.09375,-63.71875,-71.875
Shrogaae KK-A d755,1,297.694165,ruthenium,4943.8125,160.21875,20740.25
Graea Hypue HD-R d5-127,C 1,14926.35335,ruthenium,-1196.5,-569.53125,13552.0625
Synuefe RT-H c26-8,1,25.54736,ruthenium,402.96875,-211.65625,66.375
Synuefe FS-O c21-2,6,64.726464,ruthenium,970.9375,-610.65625,-118.21875
Prai Hypoo JQ-C c1-7,2,29.177384,ruthenium,-9284.03125,-384.90625,7969.5625
Col 173 Sector QJ-Q d5-16,4 a,1077.040218,ruthenium,1011.03125,-336.65625,-250.1875
Wregoe FW-E d11-16,4,1259.401641,ruthenium,710.15625,11.84375,-42.0625
Wregoe DH-K c22-19,C 1,5889.152383,ruthenium,641.84375,116.125,-71.125
Wregoe NP-Y b43-1,C 2,71056.00011,ruthenium,803.78125,338.96875,-123.0625
Eorl Auwsy XV-W b57-16,C 1,28170.56671,ruthenium,4919,203.25,20667.90625
Col 132 Sector FT-W c16-3,3,37.100632,ruthenium,1342.15625,-105.25,-416.8125
Col 173 Sector IR-D c12-2,B 1,1221.56715,ruthenium,1407.375,-546.71875,-153.96875
Col 173 Sector VB-A c15-7,B 1,6929.544439,ruthenium,1100.4375,-192.5625,-32
HIP 54712,6,4572.938318,ruthenium,689.65625,-135.59375,325.8125
Graea Hypue UE-X d2-480,A 5,906.704952,ruthenium,-633.59375,-233.84375,13287.84375
Shrogaae LK-A d2396,1,255.612188,ruthenium,4976.21875,154.71875,20735.46875
Col 173 Sector PE-F b25-1,1,7.590282,ruthenium,1218.25,-622.8125,-159.5
Vela Dark Region QI-T b3-2,A 2,50.525645,ruthenium,967.28125,-180.3125,-72.84375
Wregoe QB-Z b41-0,3,15.231506,ruthenium,390.21875,20.96875,-145.28125
Col 173 Sector JO-N c21-10,D 1,104613.6206,ruthenium,1531.40625,-246.21875,242.6875
HIP 41415,4,358.825352,ruthenium,438.8125,56.90625,-175.8125
Graea Hypue AG-L b10-3,1,5.973218,ruthenium,-215.46875,-805.25,13246.28125
Graea Hypue MU-L b10-1,D 1,460.521829,ruthenium,-384.21875,-747.375,13240.84375
Col 173 Sector KN-J b25-5,C 3,11136.45345,ruthenium,1002.90625,-152.28125,-160.25
Graea Hypue YX-S b7-4,B 2,516.812459,ruthenium,-1049.78125,-555.6875,13175.25
Synuefe IH-T d4-8,3,339.517219,ruthenium,735.125,-392.125,-620.78125
Synuefe PC-U c19-13,DE 3,249937.6935,ruthenium,403.03125,-218.625,-203.5625
Graea Hypue IT-P d6-615,C 1,286911.281,ruthenium,-1171.28125,-346.34375,13653.875
Synuefe FR-L c24-21,C 1,8055.747894,ruthenium,389.96875,-126.1875,-2.71875
Col 173 Sector DQ-P d5-18,A 1,332.106032,ruthenium,1446.75,-645.21875,-214.6875
Synuefe IA-G c27-11,A 5,115.207929,ruthenium,914.4375,-215.875,126
IC 2602 Sector UO-Z b4,C 3,273098.5044,ruthenium,427.78125,-64.15625,45.71875
Wregoe VV-L c21-19,A 1,283.297921,ruthenium,396.875,66,-109.5625
Swoilz EB-B c2-2,A 1,109.198699,ruthenium,688.125,-327.40625,313
Col 132 Sector NL-Z b15-0,B 1,158.775644,ruthenium,1060.5625,-301.34375,-782.53125
Graea Hypue NN-A d1-389,3,190.515963,ruthenium,-725.53125,-284.875,13161
Pencil Sector AF-A d86,A 3,138.692548,ruthenium,831.15625,23.96875,-106.21875
Pro Eurl AA-A d98,A 1,288.390152,ruthenium,1259.9375,-3.71875,272.53125
Synuefe HX-C b32-3,B 1,270.071279,ruthenium,685.875,-156.09375,-375.65625
Graea Hypue VZ-X d1-92,2,403.043084,ruthenium,-1031.75,-606.375,13195.03125
Col 173 Sector OQ-R b32-1,B 1,294.884921,ruthenium,1197.4375,-557.53125,-4.28125
Synuefe CL-F c27-0,5,87.272416,ruthenium,415.09375,-305.21875,108.4375
IC 2391 Sector MI-S b4-1,B 2,78380.99371,ruthenium,543.84375,-64.40625,10.15625
IC 2391 Sector QE-Q b5-9,1,27.416683,ruthenium,472.03125,-86.625,20.75
Col 173 Sector WK-A a48-4,A 1,7.512599,ruthenium,1098.15625,-39.96875,-188.75
Col 173 Sector LL-F b27-4,B 4,1519.849374,ruthenium,1261.0625,-223.34375,-121.4375
Col 173 Sector MK-D c13-16,3,103.233399,ruthenium,990.875,-227.3125,-142.84375
Col 173 Sector FW-M d7-3,4,166.098349,ruthenium,1585.9375,-311.6875,-45.75
Synuefe NV-H c25-2,D 2,12175.59902,ruthenium,730.71875,-558.84375,49.34375
Prua Phoe TS-B d252,C 2,506016.8746,ruthenium,-5541.84375,-548.03125,10516.9375
Col 173 Sector OQ-R b32-1,B 4,287.12746,ruthenium,1197.4375,-557.53125,-4.28125
Col 173 Sector FM-A a48-1,1,6.665973,ruthenium,1450.8125,-35.125,-186.53125
Graea Hypue ID-Z d1-875,2,55.01175,ruthenium,-1107.625,-176.84375,13249.65625
Swoilz NL-V b7-2,B 4,1885.738231,ruthenium,1043.875,-297.84375,383.90625
Vela Dark Region BQ-Y d72,6,1429.807866,ruthenium,929.15625,-64.9375,-98.59375
IC 2391 Sector CQ-Y c24,6,92.10347,ruthenium,574.46875,-89.59375,-58.0625
NGC 2451A Sector GR-V c2-36,B 1,125641.8528,ruthenium,790.9375,-19,-244.59375
Puppis Dark Region B Sector ZU-P b5-5,A 1,42.764177,ruthenium,1344.3125,-58.21875,-338.875
Flyua Dryoae SS-K c24-8,7,320.475145,ruthenium,1810.90625,-323.65625,1.40625
Eta Carina Sector EL-Y d23,4,301.165786,ruthenium,8645.25,-130.75,2639.0625
Wregoe YP-G d10-93,3,54.945744,ruthenium,439.625,12,-148.21875
Col 132 Sector NA-U b17-0,A 1,16.30682,ruthenium,1031.46875,-491.46875,-743.40625
Synuefe AR-K d9-14,2,9.372022,ruthenium,797.8125,-324.9375,-233.5
Wregoe AQ-V b29-6,B 2,384.403815,ruthenium,502.9375,-16.5625,-411.03125
Eorl Auwsy MX-Z c27-52,C 3,5300.537642,ruthenium,4995.4375,151.21875,20626.03125
Wregoe MC-L d8-32,1,691.858094,ruthenium,941.71875,434.5,-266.40625
Pencil Sector WJ-Q b5-2,C 1,269.49033,ruthenium,857.59375,0.84375,-20.4375
Swoilz DF-Y d1-4,A 5,193.762563,ruthenium,1027.125,-518.90625,391.125
Wregoe XW-H b37-3,1,14.256073,ruthenium,405.40625,29.84375,-249.03125
Wregoe KM-D b13-1,A 4,30.482305,ruthenium,1031.53125,210.15625,-767.53125
Wregoe IB-F c11-11,A 5,701.730436,ruthenium,521.96875,17.28125,-569.125
Plio Eurl EX-U b57-8,B 1,19769.03532,ruthenium,1576.15625,7.1875,194.78125
Prai Hypoo HV-C c1-8,C 2,37476.85713,ruthenium,-9300.21875,-344.15625,7972.25
Col 173 Sector LL-R c19-5,3,56.546189,ruthenium,1021.8125,-175.21875,168.96875
Graea Hypue FR-V d2-20,1,183.034876,ruthenium,-1096.78125,-851.53125,13286.53125
Wregoe FQ-D c13-4,B 4,80390.54213,ruthenium,949.84375,471.71875,-496.125
Wregoe WP-F d11-49,A 1,271.148784,ruthenium,652.03125,299.0625,-51.28125
Col 173 Sector NJ-I b26-3,1,7.548876,ruthenium,1627.6875,-103.5625,-127.78125
Vela Dark Region HW-N b6-0,2,11.062832,ruthenium,1021.09375,-189.375,-20.8125
Graea Hypue BS-G b12-0,B 1,57.599971,ruthenium,-1082.5,-908.65625,13288.125
Col 140 Sector FS-R b5-0,B 1,46802.95669,ruthenium,1118.375,-101.1875,-601.96875
Shrogaae LK-A d2396,5,1203.670228,ruthenium,4976.21875,154.71875,20735.46875
Eorl Auwsy RY-X c28-149,1,15.539653,ruthenium,4969.40625,118.9375,20690.40625
IC 2391 Sector JM-V b2-4,B 2,1899.466442,ruthenium,559.59375,-103.5625,-35.09375
HD 67557,A 3,260.691986,ruthenium,1007.03125,-108.5,-180.96875
Synuefe BI-Z b47-0,C 2,12681.49478,ruthenium,849.65625,-110,-28.96875
Wregoe MJ-N b34-1,B 2,103.145609,ruthenium,459.65625,40.84375,-316.3125
Graea Hypue NJ-P d6-76,11,1770.380546,ruthenium,-1045.5625,-555.25,13618.65625
Col 173 Sector EN-H b27-2,2,10.114236,ruthenium,1043.875,13.75,-111.84375
IC 2602 Sector AB-W c2-13,A 2,18.950846,ruthenium,443.9375,82.21875,144.71875
Swoilz SS-A d1-16,AB 2,76.508505,ruthenium,1129.03125,-202.8125,355.84375
Col 173 Sector UR-H c11-9,E 1,3919.919721,ruthenium,922.84375,-91.15625,-194.09375
Eorl Auwsy SY-Z d13-4352,B 3,114584.2905,ruthenium,4913,206.5625,20653.6875
Graea Hypue FR-V d2-3,A 2,325.546655,ruthenium,-1092.28125,-838.78125,13269.8125
Graea Hypue UB-P c8-16,2,17.606522,ruthenium,-919.8125,-260.4375,13400.25
Praea Euq AM-Y c26,2,27.07012,ruthenium,928.09375,29.1875,269.40625
Synuefe JU-X b34-4,2,10.209824,ruthenium,528.09375,-139.46875,-317.28125
Flyua Dryoae RM-N c22-2,C 2,43235.04514,ruthenium,1742.75,-499.1875,-98.875
Synuefe ZM-H d11-36,A 2,47.46055,ruthenium,388.5625,-135.875,-32.03125
NGC 2547 Sector GW-W c1-0,C 3,420658.8554,ruthenium,1419.03125,-264.46875,-182.375
HIP 30672,1,364.485136,ruthenium,515.53125,-223.6875,-164.53125
Col 173 Sector CK-Y b14-0,C 2,4248.90328,ruthenium,1280.75,-643.09375,-382.3125
Wregoe DQ-G d10-116,4,87.810722,ruthenium,826.28125,4.0625,-181.09375
Col 173 Sector ZX-T b19-0,A 3,33.617347,ruthenium,1219.03125,-181.5625,-284.0625
Graea Hypue VE-X d2-303,A 5,937.728283,ruthenium,-575.15625,-259.1875,13295.65625
Eorl Auwsy UT-Z d13-1337,B 1,174944.9086,ruthenium,4960.75,67.96875,20654.96875
Wregoe EH-C d13-12,A 5,114.246072,ruthenium,742.625,424.46875,78
Wregoe PI-Z c27-26,2,12.524504,ruthenium,1020.71875,36.0625,139.0625
Synuefe XH-Z b47-0,A 6,54.129227,ruthenium,760.3125,-114.78125,-34.4375
Synuefe DJ-X b48-7,1,7.52751,ruthenium,767.96875,-127.90625,-23.875
Col 173 Sector OC-K c9-9,C 1,119012.2232,ruthenium,1539.15625,-327.28125,-273.90625
Graea Hypue QL-V b19-15,C 1,77717.63523,ruthenium,-819.125,-623.34375,13440.4375
Graea Hypue YL-T d4-72,AB 12,713.873499,ruthenium,-1114.125,-291.15625,13437.6875
Prua Phoe US-B d86,C 2,32180.23457,ruthenium,-5476.6875,-518.8125,10526.65625
Wregoe WV-Q b46-5,B 1,691.408344,ruthenium,735.625,77.34375,-59.34375
Col 173 Sector MX-R b18-0,B 2,474.604413,ruthenium,1290,-573.53125,-285.40625
Col 173 Sector KC-J b23-0,A 2,9.558713,ruthenium,1356.5,-583,-204.84375
Skaudai FO-C c28-28,AB 1,65.888986,ruthenium,-5442.625,-559.3125,10389.8125
Prua Dryoae ID-Z d1-13,9,1273.141017,ruthenium,1375.71875,-151.78125,431.78125
Col 132 Sector HM-M d7-9,2,138.48262,ruthenium,1481.96875,-368.84375,-475.09375
Swoilz XU-S c6-8,BC 4,1430.366008,ruthenium,887.9375,-201.90625,502.84375
Swoilz DQ-S c6-3,C 4,9561.248884,ruthenium,1029.6875,-260.375,527.46875
Chamaeleon Sector ON-T c3-30,C 1,666.807071,ruthenium,559.53125,-120.875,350.65625
Col 173 Sector RQ-L b12-1,D 6,198.466377,ruthenium,1421.46875,198.46875,-435.125
Graea Hypue MD-R d5-84,A 3,106.359434,ruthenium,-826.78125,-563.1875,13501.75
Synuefe TB-B b47-1,A 2,9.589055,ruthenium,755.5,-118.46875,-58.34375
Col 173 Sector KT-A b30-2,B 2,1876.382469,ruthenium,1643.90625,-151.3125,-52.84375
Shrogaae JK-A d3897,A 2,342.294944,ruthenium,4882,138.8125,20695.53125
Synuefe SY-W b48-0,A 1,7.710846,ruthenium,459.03125,-181.75,-22.71875
Synuefe NJ-U b50-10,2,10.789285,ruthenium,406.09375,-68.46875,33.4375
Plio Eurl YH-H c24-10,B 4,205.465461,ruthenium,1636.3125,224.5,-0.53125
NGC 2516 Sector HM-V c2-8,4,76.732815,ruthenium,1260.875,-317.75,72.71875
Clookeou HE-E d13-308,2,170.113249,ruthenium,-756.53125,-64.84375,12895.5
IC 2391 Sector DG-X b1-5,B 3,680.867968,ruthenium,515.78125,-88.09375,-52.78125
Eorl Auwsy RY-X c28-125,A 4,62.928563,ruthenium,4945.90625,127.78125,20689.34375
Pencil Sector BA-A d41,3,193.398029,ruthenium,775.21875,-45.0625,-112.125
Col 132 Sector UT-R d4-16,A 2,200.983602,ruthenium,1443.0625,-412.15625,-709.78125
Col 173 Sector BX-J d9-8,B 6,413740.5034,ruthenium,1116.15625,-63.84375,128.8125
Praea Euq QF-A c29,1,512.374889,ruthenium,660.46875,22.46875,234.46875
Praea Euq VI-A b2-0,2,29.163826,ruthenium,998.5,394.15625,265.625
Synuefe YP-A b45-0,D 1,46667.11997,ruthenium,700.21875,-543.625,-101.6875
Graea Hypue FS-R d5-213,C 3,39701.50133,ruthenium,-941,-285.71875,13516.3125
Graea Hypue YM-F b13-3,A 3,15.4924,ruthenium,-1099.375,-850.90625,13303.53125
Synuefe KS-N b25-0,B 2,389.492841,ruthenium,472.90625,-312,-508.15625
Graea Hypue ZQ-U d3-222,10,846.155177,ruthenium,-1192.0625,-515.5,13412.5
IC 2391 Sector RI-T b3-4,B 4,911.145642,ruthenium,555.5625,-143.59375,-20.3125
Col 132 Sector AJ-T b32-2,B 1,1678.002505,ruthenium,1374.03125,-334.84375,-416.625
Col 173 Sector ZU-D c13-3,D 1,4161.969525,ruthenium,1667.53125,-157.5,-121.5625
Synuefe HZ-E b45-8,A 4,21.813504,ruthenium,772.46875,-84.90625,-90.9375
Graea Hypue FQ-Y d24,AB 2,154.073689,ruthenium,-938.96875,-1122,13125.25
Col 173 Sector VF-U c17-1,B 4,1417.099145,ruthenium,1443.875,-336.78125,89.375
Eorl Auwsy RY-X c28-237,1,11.145054,ruthenium,4950.5625,114.25,20664.875
Synuefe ED-Z b47-5,1,9.447201,ruthenium,859.8125,-132.25,-38.8125
Graea Hypue PX-X b19-4,2,14.069099,ruthenium,-842,-345.1875,13440.71875
Synuefe EN-H d11-84,C 5,156059.3724,ruthenium,736.71875,-125.375,-51.3125
Graea Hypue FS-R d5-300,A 7,1389.890668,ruthenium,-917.09375,-278.6875,13572.28125
Graea Hypue CX-P c7-45,4,396.815243,ruthenium,-850.8125,-461.34375,13340.40625
Synuefe UR-V c18-12,1,210.681494,ruthenium,677.46875,-242.3125,-255.9375
Graea Hypue FS-R d5-280,A 5,714.366874,ruthenium,-883.3125,-266.65625,13541.84375
Wregoe LD-X b42-0,C 1,1244.017205,ruthenium,685.625,4.4375,-142.3125
Prai Hypoo JP-I b1,C 2,2479.195834,ruthenium,-9357.125,-401.5,7900.09375
Synuefe TP-F b44-1,2,10.256921,ruthenium,842.78125,-194.46875,-116.71875
Graea Hypue QK-V b3-1,B 1,251977.6509,ruthenium,-1330.0625,-1035.96875,13113.28125
Col 173 Sector NX-K d8-33,1,43.664914,ruthenium,1739.09375,-370.65625,22.28125
Graea Hypue PD-Z d1-780,A 4,355.674409,ruthenium,-555.03125,-155.75,13249.09375
Graea Hypue FS-R d5-213,C 2,39676.02538,ruthenium,-941,-285.71875,13516.3125
Eta Carina Sector JR-W d1-9,4,210.077374,ruthenium,8664.65625,-113.5625,2751.09375
Swoilz FR-Y c3-25,D 3,249208.1773,ruthenium,880.375,-74.03125,376
Col 132 Sector VL-K c9-0,A 1,8.117212,ruthenium,1016.8125,-222.90625,-740.625
Wregoe UT-I d9-45,1,260.766729,ruthenium,749.15625,151.9375,-185.78125
Swoilz UJ-X d2-69,2,95.680523,ruthenium,760.625,-113.84375,511.625
Eta Carina Sector IR-W d1-18,2,153.776495,ruthenium,8578.65625,-131.21875,2727.9375
Swoilz WE-X d2-43,2,71.372387,ruthenium,791.03125,-259.1875,505.8125
Synuefe NO-B b32-1,A 2,26.205459,ruthenium,516.8125,-299.53125,-384.34375
Praea Euq NG-Y d35,A 3,1104.76777,ruthenium,670.65625,41.375,363.40625
Graea Hypue PM-V d2-45,E 4,101588.9182,ruthenium,-445.25,-938.375,13304.75
Synuefe ZH-E c14-2,B 3,2419.557738,ruthenium,548,-276.65625,-446.90625
Swoilz XV-Y c3-11,B 3,257580.3007,ruthenium,652.0625,-45,399.0625
Graea Hypue FS-R d5-24,8,1051.669961,ruthenium,-912.21875,-323.78125,13529.03125
Wregoe OH-D b54-5,D 2,16125.26073,ruthenium,582.5625,138.46875,109.53125
Eta Carina Sector GW-W c1-6,A 1,61.247438,ruthenium,8565.25,-165.3125,2687.4375
Plio Eurl EX-U b57-8,B 4,19779.2511,ruthenium,1576.15625,7.1875,194.78125
Wregoe EY-T b58-7,C 1,18295.97462,ruthenium,905.28125,93,212.71875
IC 2391 Sector FL-Y d24,A 2,57.388563,ruthenium,655.71875,-59.5625,32.21875
Col 173 Sector NB-O c6-3,C 4,24512.56807,ruthenium,1450.03125,-586.375,-418.9375
Wregoe ZB-J c23-5,E 2,29560.07462,ruthenium,558.03125,239.59375,-50.03125
Nyeajeou AM-B d14-54,B 2,5782.556547,ruthenium,-9330.8125,-476.09375,7881.46875
NGC 2547 Sector FR-V b2-1,1,9.098105,ruthenium,1400.8125,-244.03125,-199.21875
Blaa Hypai LZ-F b27-0,A 2,22.899976,ruthenium,1251.4375,-752.71875,12330.53125
Wregoe ZQ-F b53-2,B 1,471.046552,ruthenium,1000.59375,195.53125,75
Synuefe CJ-G b44-9,B 1,639.972016,ruthenium,664.78125,-119.375,-110.9375
Synuefe CE-E b59-3,C 1,452.200635,ruthenium,954.3125,-120,201.15625
Synuefe EN-H d11-27,3,90.144578,ruthenium,760.6875,-184.375,-66.28125
Synuefe GV-T b50-6,3,13.974164,ruthenium,670.5625,-125.28125,18.03125
Graea Hypue ZM-T b20-4,B 3,1673.837859,ruthenium,-745.375,-628.96875,13467.90625
Graea Hypue HV-X d1-9,A 1,75.116981,ruthenium,-225.34375,-690.34375,13243.75
Clookeou MF-C d14-573,1,182.756493,ruthenium,-786.59375,-120.40625,12935.78125
Praea Euq ZA-A c21,D 2,11456.37414,ruthenium,967.21875,-3.125,249.4375
Col 173 Sector PM-D c12-3,C 4,48166.39152,ruthenium,1590.71875,-593.6875,-162.8125
Wregoe QD-K d8-113,A 3,32.339028,ruthenium,475.59375,30,-289.59375
Col 132 Sector AI-C b29-2,A 4,37.267301,ruthenium,1563.8125,-130.15625,-502.25
Wregoe NY-Z d13-70,3,1223.34151,ruthenium,670.5,167.9375,143.25
Wregoe GR-U b58-0,B 1,13842.96663,ruthenium,583.40625,171.53125,198.78125
Col 173 Sector WF-M d8-12,2,212.404184,ruthenium,1500.8125,138.59375,-21.8125
Blae Eork GK-G c27-8,4,37.336211,ruthenium,8681.84375,-116.1875,2668.65625
Col 173 Sector OQ-R b32-1,B 5,287.133177,ruthenium,1197.4375,-557.53125,-4.28125
Col 173 Sector TJ-P d6-31,7,168.566188,ruthenium,1582.34375,35.5625,-133.03125
Wregoe IB-V b45-0,1,8.59213,ruthenium,539.6875,338.65625,-79.0625
Col 173 Sector WY-Y c14-5,A 1,50.734799,ruthenium,1710.28125,-455.9375,-38.71875
Wregoe FL-P d5-68,A 2,169.911846,ruthenium,507.21875,24,-523.34375
NGC 2547 Sector HC-U b3-1,B 1,288.632434,ruthenium,1396.90625,-224.09375,-183.125
Synuefe JP-R c20-1,C 1,3026.240251,ruthenium,706.84375,-345.375,-160.65625
Col 132 Sector BU-H a71-3,A 4,15.16079,ruthenium,1221,-43.03125,-355.28125
Swoilz SO-X d2-84,1,316.257267,ruthenium,784.0625,-69.96875,457.25
Synuefe JO-Z b33-1,A 3 a,59.196094,ruthenium,607.4375,-139.71875,-334.5625
IC 2391 Sector VK-O b6-7,B 1,368338.797,ruthenium,492.28125,-96.9375,45.875
Eorl Auwsy TY-Z d13-346,B 3,73912.91329,ruthenium,5032.96875,201,20661.75
Pencil Sector AV-P b5-7,A 2,9.95677,ruthenium,826.5625,-60.84375,-17.71875
Wregoe ZL-Q b33-0,B 2,80.993873,ruthenium,565.6875,176.40625,-329.0625
Col 173 Sector BH-T d4-17,1,210.280104,ruthenium,1074.34375,189.5625,-275.5625
Swoilz TX-B d4,B 2,90409.71675,ruthenium,991.40625,-450.28125,250.21875
Graea Hypue IT-G b27-4,B 1,271.812548,ruthenium,-1205.6875,-667.09375,13604.75
NGC 2547 Sector FG-Y d5,3,744.480271,ruthenium,1410.5,-275.59375,-156.46875
Graea Hypue UR-T c4-20,B 6,53044.23904,ruthenium,-283.0625,-782.15625,13217.09375
