system,body,distance,x,y,z,material
Slyaipt UW-F c26-0,B 1 c,16723.9675,2020.75,-621.125,-7622,antimony
Pro Flee IY-Q c18-0,B 7 f,210542.7314,-39391.3125,18.59375,39438.375,antimony
Syrivoo NS-T d3-9,B 6 b,138013.262,-2172.75,302.8125,54323.875,antimony
Slegi TA-Y c17-2,B 3 a,130226.7002,-1513.15625,-107.28125,-2847.71875,antimony
Soac PX-S c20-1,B 5 e,211894.2034,-2078.375,-89.90625,-11700.96875,antimony
Blae Flyoae SF-C d14-4,D 5 a,86529.98704,-32347.78125,-115.75,43683.625,antimony
Blai Hypeia WG-O c9-0,B 4,440932.4612,32655.25,-61.78125,12139.5,antimony
Smootoae JC-M c7-43,B 10 a,39563.83216,137.375,17.21875,51749.84375,antimony
Thuecheae II-I c26-17,B 3 a,235570.8855,-2266.34375,-103.875,53822.875,antimony
Graea Blou JY-L c10-1,B 2 a,320583.4445,-3053.59375,-147.875,54454.53125,antimony
Hegoo HM-L c21-3,BC 1 f,50573.16936,1982.625,-20.4375,-2690.71875,antimony
Blae Flyoae WT-I d9-0,B 2 b,456392.1347,-32376.5625,-1141.875,43258.625,antimony
Ploea Theia QT-Q d5-1,C 3 a,254987.6555,3038.9375,604.1875,-3070.46875,antimony
Myivio GH-D d12-0,B 8 c,330883.8341,-1978.625,1341.5625,55028.28125,antimony
Cho Thaa AF-H d10-2,B 3 b,254112.7132,-2771.34375,218.28125,58695.5,antimony
Phrio Greau KL-N c23-0,BC 1 c,18543.92192,-36374.28125,-119.375,37089.96875,antimony
Plaa Thua TO-X d2-0,C 3 a,131126.4946,872.96875,1215.34375,-3336.84375,antimony
Iowroft IT-L c10-0,B 12 a,59632.49849,30122.3125,-192.75,9636.40625,antimony
Pra Dryou GP-A d1,BC 4 b,14552.48266,26506.28125,-1044.90625,287.875,antimony
Hypo Aeb TF-R c4-1,B 2 a,94023.73092,-9265.1875,6.65625,-8523.71875,antimony
Ouchorrs MC-M d7-5,B 5 c,226841.61,15955.15625,71.375,-1635.84375,antimony
Iorant EV-N c20-0,B 5 b,68402.41737,-279.25,122.0625,65095.3125,antimony
Plae Fraae CK-I d9-138,B 2 a,29318.99119,-13007.03125,22.5,40759.78125,antimony
Sidgeia IR-W d1-14,B 3 a,167580.4238,27022.5,101.3125,451.28125,antimony
Pyrie Eurk ZT-I d9-2,BC 1 a,172498.5197,-1374.875,139.25,62528.34375,antimony
Slaiyue WV-D d12-0,BC 3 c,36714.85907,1558.90625,297,58912.9375,antimony
Byooe Auscs WF-N d7-3,B 10 a,371442.7898,23321.125,603.53125,46964.3125,antimony
Craleae WN-S c20-1,B 3 a,41132.14172,27463.9375,-148.0625,6215,antimony
Pla Aick PA-A c0,BC 1 a,496561.8377,33844.625,0.6875,9182.03125,antimony
Hypiae Aip FF-G c11-15,B 4 a,51858.87996,4733.5625,292.125,-5702.21875,antimony
Preia Eoq YJ-X d2-3,B 4 a,391586.6652,6188.53125,-133.9375,-2080.59375,antimony
Truechiae VU-G d10-27,CDE 3 b,113276.6345,-2204.75,72.8125,53645.46875,antimony
Myeia Thaa VB-W c15-0,BCD 4 b,26038.25805,-1381.1875,-24.21875,64899.46875,antimony
Croideou FT-O d7-2,C 7 b,475101.2387,4036.46875,-1334.1875,-6788.53125,antimony
Flyooe Eoq VL-F c14-5,D 3 a,149431.3204,11102.875,-62.9375,-3008.34375,antimony
Fleckeae JR-D c15-0,B 4 a,125907.8207,241.9375,-40.1875,63594.25,antimony
Phroi Phoe SF-D c26-0,B 5 b,129395.1099,-699.1875,-1180.09375,-3780.8125,antimony
Col 107 Sector AC-K d9-99,BC 2 c,81758.45135,2334.90625,24.84375,-4749.6875,antimony
Pyult TE-X d2-12,B 4 c,360244.6351,498.6875,-253.21875,-4650.53125,antimony
Schafuia ZP-K c10-0,B 4 e,404510.6775,-14479.3125,833.0625,-8287.46875,antimony
Phrio Hype LY-F d12-47,C 3 b,182999.6569,4978.28125,-60.40625,-6347.84375,antimony
Gludgae KJ-V c17-1,B 6 c,81174.87939,3138.4375,579.46875,-4144.5625,antimony
Footaae RP-C c14-0,B 6 b,120776.2021,-22477.0625,646.4375,52044.9375,antimony
Eofaih PX-L d7-0,B 5 b,73890.3221,-36462.71875,52.28125,11123.625,antimony
Gludgeia DL-P d5-17,B 7 c,295599.0895,1615.71875,4.03125,-4411.6875,antimony
Oochost BH-J d10-0,B 1 e,403520.2977,-396.53125,-138.8125,-1420.90625,antimony
Scheau Phio KA-Z c16-11,BCD 2 a,32232.98146,1797.84375,-286.5625,-5462.09375,antimony
Hypi Ain HH-D d12-23,C 10 b,234276.0819,14781.84375,90.46875,-5134.40625,antimony
Prooe Bliae EW-P c8-1,C 4 b,213731.2196,-32222.5,-100.84375,49219.90625,antimony
Col 107 Sector CK-Q d5-40,BC 4 d,72133.77863,3066,-303.96875,-5104.8125,antimony
Pyurks GA-Z c16-4,B 11 a,26183.86314,1621.8125,-276.96875,-4173.84375,antimony
BD+36 715,C 1 a,96069.39483,-883.5,-573,-1897.40625,antimony
Drootia RK-C d14-22,B 5 b,415733.6736,-1516.40625,-100.21875,52677.15625,antimony
Pyraea Eur ND-K c8-0,CD 7 a,12491.55297,5175.6875,-21.8125,62016.3125,antimony
Hypiae Aed OD-J d9-1,B 16 a,64224.16902,4449.25,324.6875,-7918.59375,antimony
Byua Chraei HM-D d12-21,C 2 e,531526.6159,-2984.875,208.28125,55034.15625,antimony
Eorgh Hypa UM-V c18-0,C 2 a,20046.26521,17250.78125,-266.625,-13056.8125,antimony
Abairdy UT-I d9-10,B 10 c,131397.5092,28929.875,161.125,35639.90625,antimony
Eukokh OZ-M d8-32,C 11 a,79635.84943,21059.34375,-72.125,-1591.8125,antimony
Phroea Hype AD-M c7-0,C 3 a,321693.5464,5935.15625,-1262.1875,-7141.15625,antimony
Aemao DH-S d5-1,D 3 a,146517.5841,12198.375,-88.1875,-14628.875,antimony
Thuecheae XQ-K d9-16,B 2 c,292556.9618,-1992.0625,-308.03125,53520.625,antimony
Blia Aob MV-Y d100,B 3 b,46062.06388,-14289.125,293.96875,42549.84375,antimony
Col 89 Sector NT-I d9-30,B 5 e,391079.324,250.5625,-157.375,-4010.875,antimony
Pro Broae OB-W c15-8,B 4 b,126373.0403,2189.28125,-16.96875,52103.09375,antimony
Glaisae QF-L d9-1,BC 1 g,27440.61124,-35367.28125,-78.09375,31780.375,antimony
Outotch JB-P c21-0,B 2 c,208404.1116,1499.09375,740.5,-1420.71875,antimony
NGC 2244 Sector OO-G c11-6,D 3 a,280265.9151,2089.8125,-223.09375,-4180.1875,antimony
Eafoppy QK-I c9-14,C 4 d,468489.8921,7469.59375,-22.78125,-5783.90625,antimony
Fedgo BK-I c25-0,B 1 e,103791.2949,6858.9375,-461.4375,-2541.46875,antimony
NGC 2414 Sector NH-V c2-0,C 1 b,25050.75146,8903.375,344.375,-7096.90625,antimony
Eor Aim HR-W d1-7,BC 3 a,163780.3038,-7658.78125,103.6875,-11079.0625,antimony
Pyrivo GW-U d3-12,CD 3 d,159915.9504,-1766.96875,-436.6875,54312.03125,antimony
Prie Broae SD-S d4-1,BCD 4 e,80281.02869,23661.34375,448.25,51836.65625,antimony
Blie Eurl LR-M d7-11,C 9 c,230895.8666,27916.375,304.0625,4773.8125,antimony
Flya Drye EE-I c26-1,B 1 c,18513.81719,13893.3125,-113.28125,63.96875,antimony
Phae Phlai TI-B d13-7,B 12 e,29458.00718,-17991.5,-5.8125,-6300.59375,antimony
Jellyfish Sector HR-W d1-32,B 8 f,48936.25065,765.75,226.875,-4842.75,antimony
Hypoae Aihm CB-F d11-44,C 3 a,71079.85435,3191.40625,94.375,-5163.21875,antimony
Spongou LW-L c21-0,B 8 b,144467.8826,-18167.09375,82.21875,-9102.8125,antimony
Ridgio FU-Q c18-3,B 3 g,126876.197,-23216.875,10.3125,1039.75,antimony
Proa Phla NR-N d6-0,C 3 b,25455.76967,37990.40625,51.0625,8532.1875,antimony
Pleia Thaa XO-X c28-4,B 2 a,177305.2931,13983.5625,47.03125,-2358.375,antimony
Eowyg Airg EH-D c12-2,B 2 a,33873.91169,-15160.8125,30.46875,-10755.71875,antimony
Scaukaei HS-F c0,B 5 a,110053.621,-36559,-92.375,28388.15625,antimony
Pheia Ain CG-W d2-3,B 6 b,95855.41505,429.75,620.53125,-4663.0625,antimony
Gru Flyou ZM-H d11-2,B 8 e,444114.899,-35475.75,-146.28125,44714.78125,antimony
Eord Hypa DA-I c25-0,B 5 a,26116.49814,-7277.0625,-541.875,-12769.15625,antimony
Pyrooe Eop BR-L d8-0,B 10 b,163679.9125,-7178.1875,-661.75,59820.875,antimony
Phrio Phoea YQ-Y c3-18,B 5 a,25069.55423,4446.84375,-91.15625,-4735.96875,antimony
Ouchorrs GN-A d1-0,C 7 a,109294.1053,15309.34375,949,-2252.15625,antimony
Phroea Phio BK-J c24-0,C 3 b,243006.9997,2857.875,-590.65625,-3831.0625,antimony
Plae Thaa NH-M d7-24,B 3 b,15297.97233,17502.5625,198.71875,-2944.0625,antimony
Dryuae Brai CA-Q d5-0,C 5 a,197827.1605,-36370.90625,217.96875,31427.59375,antimony
Scheau Phio XA-V d3-9,B 6 a,329093.8333,1533.59375,-351.75,-5836.59375,antimony
Flyae Hypooe MP-M d8-1,B 3 c,172341.4341,-34443.65625,-209.25,7372.6875,antimony
Tiefua NW-A c27-5,B 5 a,278304.4927,-20489.625,12.6875,-4996.75,antimony
Schignoi QI-B d13,C 6 a,240880.6648,-18907.28125,593.0625,39937.8125,antimony
Pra Eohn RX-L c10-3,B 1 d,26741.24673,15424.09375,-149.46875,-1882.09375,antimony
Scheau Phio SX-U c18-2,D 2 b,43925.54826,1571.96875,-390.09375,-5364.78125,antimony
Thuecheae AY-F d12-81,B 3 a,570618.4863,-2282,-35.9375,53787.46875,antimony
Flyua Eoq PY-P d6-3,BC 5 b,77336.53917,4693.6875,-272.1875,-3010.5,antimony
Syrivoae TT-Z d13-2,BC 3 d,25485.73884,6108.625,81.5,55205.65625,antimony
Plaa Theia HT-X c28-2,BC 3 b,26265.16275,8316.875,64.5,-2371.84375,antimony
Phoo Broo GJ-F c25-8,B 6 a,21759.67338,-23888.5625,192.09375,37165.46875,antimony
Qaugneau GD-Z c27-0,BC 1 b,112251.5827,-1982.21875,-3.9375,56476.28125,antimony
Slegao UD-B c0,B 10 a,373172.2259,-1099.65625,-1060.125,-3620.53125,antimony
Phroea Phio CH-S d5-20,B 6 d,203653.7558,3150.96875,-79.25,-4390.78125,antimony
Prue Flyeia TA-J c11-0,D 4 a,315515.753,-21188.21875,-1690.40625,39115.5,antimony
Blue Prao DW-U d3-1,C 5 b,123382.4185,28710.90625,-497.1875,45362.03125,antimony
Eocs Aihm QX-T d3-1,BC 7 a,64008.62334,22503.625,399.625,-10976.96875,antimony
Hypua Hypooe PZ-B c2-4,B 2 d,194695.6219,-12339.4375,-124.4375,-8662.5625,antimony
Dryao Ain ZW-B d13-0,B 10 a,164439.1454,-1216.5,254.84375,-8880.90625,antimony
Hypi Aewsy OR-W d1-0,B 3 a,92856.39569,14663.5625,62.78125,-8527.90625,antimony
Dryae Eaescs WA-L d9-11,B 4 d,338068.8747,-13296.0625,-113.59375,-9210.3125,antimony
Bloa Aick KX-L c7-2,B 3 c,24237.03625,38507.125,-23.46875,14651.375,antimony
Hypiae Aics DT-T c3-0,B 4 d,292195.3848,4628.09375,1452.5625,-5993.40625,antimony
Syrai Theia IX-J c22-0,B 3 a,170184.3063,3243.75,41.625,63933.25,antimony
Thuecheae XQ-K d9-16,B 2 f,292555.3555,-1992.0625,-308.03125,53520.625,antimony
Ceeckaea EV-O d6-0,B 4 g,201791.4269,-1496.25,-812.78125,64777,antimony
Bleou Aed SY-S d3-0,B 6 b,58300.12245,30818.90625,-21.75,12063.25,antimony
Hypiae Aihm JL-Y d61,B 7 c,76177.06434,1796.15625,106.6875,-6032.125,antimony
Croideou FK-Y c17-0,B 7 a,184084.523,4456.65625,-1344.75,-6700.9375,antimony
Pyrivou PE-X c15-1,B 6 b,88605.36357,-8560.53125,-1059.59375,54666.5,antimony
Syriveia UD-J d9-19,C 15 e,375637.4794,-5276.4375,322.5625,54803.46875,antimony
Truechiae GN-W c1-23,B 3 b,32196.4678,-1625.125,6.28125,52793.96875,antimony
Bleia Eon OU-V d3-0,B 5 a,96824.28786,-34458.53125,-48.59375,1816.8125,antimony
Wraukio GH-U e3-0,B 18 e,131740.605,-38982.09375,-115.6875,35494.6875,antimony
Dryaa Bloae HT-G d11-19,C 2 e,39739.38901,-30310.3125,-445.46875,29336.3125,antimony
Gludgaa ZS-C c28-0,C 3 c,82243.31189,-500.84375,736.84375,-3699.90625,antimony
Xeangia IH-T c17-0,B 2 b,152615.5151,5775.65625,1419.3125,-5419.90625,antimony
Wruetheia UK-N d7-3,B 9 a,348375.1587,-4811.21875,688,48224.625,antimony
Pra Eohn JO-O d7-15,BC 4 a,44000.77724,15725.6875,-146.59375,-1690.875,antimony
Styaill HZ-W c15-1,CD 4 d,13413.93111,6380.71875,179.9375,-6778.84375,antimony
Prooe Eohm LT-F d12-2,B 5 b,241647.9764,-29671.90625,-108.53125,-1298.09375,antimony
Outotch CG-E c12-1,B 3 b,23809.05891,1778.3125,218.0625,-1818.65625,antimony
Hyuedeae TD-K d8-37,B 2 g,38466.72714,22418.3125,23.90625,-324.28125,antimony
Pyraea Eurl KS-B d13-2,B 10 a,89149.23054,3301.15625,181.75,62807.40625,antimony
Outotz KD-K d8-13,BC 7 a,442149.7011,1.53125,36,-1547.71875,antimony
Blo Euhn LA-A d0,B 7 b,40416.04816,-34994.75,-6.65625,4066,antimony
Syroifoo CT-S c4-0,BC 2 a,79590.32514,27812.59375,324.375,5542.09375,antimony
Hegoo MY-H d10-0,B 4 a,61408.09656,1859.21875,541.53125,-2734.59375,antimony
Crab Sector CQ-Y d1,BC 2 b,38516.70224,603.0625,-638.53125,-6963.96875,antimony
Eor Aob XY-S d3-2,B 4 a,106555.2757,-35285.5,44.21875,17232.1875,antimony
Eocs Aihm DK-D c26-0,B 7 c,348288.6511,21819.6875,137.34375,-10181.875,antimony
Syneayeia JW-N d6-0,B 7 a,161920.8317,3220.5,104.75,61003.09375,antimony
Hypheevsky OY-Y d1-3,B 7 a,159387.3296,-16209.46875,-216.21875,-4741.5625,antimony
Dryu Airg NC-F c26-0,B 2 a,35713.52855,-11382.03125,495.09375,-8899.15625,antimony
Eorld Graae ZN-S c20-1,B 4 c,97279.66985,-33842.65625,-176.21875,30558.40625,antimony
Blae Flyoae WT-I d9-0,B 3 g,457354.3055,-32376.5625,-1141.875,43258.625,antimony
Ood Flaae OL-B c27-0,C 7 b,89764.67462,37412.21875,111.4375,18015.53125,antimony
Oochost JN-O c21-0,D 1 b,38386.89095,-259.28125,-662.28125,-1423.3125,antimony
Ble Hypeia GG-N c23-0,C 5 b,90994.24796,33780.96875,-180.90625,12736.1875,antimony
Plua Broo GF-P c19-0,D 3 b,172738.4454,-28380.21875,15.125,50976.75,antimony
Spaso NE-X d2-14,B 3 g,52804.80674,28229.65625,-206.15625,32481.25,antimony
Flya Drye EE-I c26-1,B 1 a,18512.58629,13893.3125,-113.28125,63.96875,antimony
Pyrivo CL-T c5-6,B 1 c,68380.66865,-1797.90625,-433.375,54230.09375,antimony
Hypiae Eur HJ-G c24-0,B 4 a,24043.82044,4137.125,19.53125,-15383.1875,antimony
Jongoae HR-C c26-0,B 3 a,134286.7845,25256.46875,-22.4375,-8899.9375,antimony
Ihascs YS-U d2-58,CD 4 c,46720.17449,25247.6875,47.125,45264.15625,antimony
Hypisc II-A c14-0,CD 3 a,146924.1946,11780.1875,135.375,-8140.125,antimony
Oob Aewsy NJ-F d12-0,B 5 b,208820.127,20080.625,948.40625,-12809.34375,antimony
Dryooe Eaescs KD-D c15-1,B 5 a,334036.079,-11717.53125,-177.9375,-9357.59375,antimony
Phoi Aed AG-F d11-56,DE 5 e,125834.8298,4472.8125,169.4375,-6456.0625,antimony
Ood Flaae OL-B c27-0,C 8 i,91051.6265,37412.21875,111.4375,18015.53125,antimony
Thuecho KD-H d11-45,B 12 a,149280.8355,-2937.71875,-338.53125,53688.15625,antimony
Syroangooe WH-P c7-2,B 8 b,248624.0436,-21821.96875,-566.6875,41522.09375,antimony
Vegnio SI-Z c27-9,B 1 b,87413.781,-18039.5,32.375,37259.25,antimony
Gludgeia CN-W c1-17,B 2 a,473373.0188,2020.03125,-3.78125,-4812.84375,antimony
Dryu Airg TD-K d8-2,B 7 a,276421.9207,-10806.8125,-3.53125,-9287.375,antimony
Pyult AQ-M c21-0,B 5,21949.28413,895,-1061.4375,-3984.25,antimony
Qiedia KB-A c3-0,E 4 e,19074.46261,-9181.21875,-150.8125,-6062.5625,antimony
GSC 03315-00536,B 2 c,62098.15231,-5093.65625,-1455.375,-7748.15625,antimony
Pyrivo VX-N c21-2,B 5 a,279579.588,-2315,-756.34375,54919.0625,antimony
Skueqiae TJ-P d6-1,B 3 b,25594.87401,-1896.40625,-574.09375,58428.625,antimony
Pyriveae XE-R c20-3,C 1 b,156389.3009,-1195.09375,-439.5625,54887.25,antimony
Hypuae Ain UJ-I d9-84,C 7 d,23931.16857,447.5,-2.21875,-5365.4375,antimony
Prae Flyoae TM-D c15-0,B 3,297603.6579,-34018.875,-83.40625,39261.46875,antimony
Outotz HD-J d9-3,B 8 d,190880.6865,47.59375,311.6875,-1471.1875,antimony
Dryoi Hypai EG-A c3-0,B 7 b,185162.0121,7299.6875,-143.84375,-12463.46875,antimony
Cryaft LW-W d1-4,B 9 b,149640.2371,-12286.1875,142.03125,-4686.90625,antimony
Plua Thua YI-B c13-16,B 1 a,13211.48561,14824.71875,-7.15625,-3031.15625,antimony
Cyoidai EX-I d10-12,B 4 b,80340.17968,769.46875,-343.84375,-6510.3125,antimony
Col 69 Sector GR-V d2-7,B 3 b,130538.2924,386.09375,-228.28125,-1407.5,antimony
Prea Aick AK-I d9-10,B 5 c,417925.3396,32900.28125,24,11278.375,antimony
Slegao LM-C c0,B 15 a,73387.99276,-893.28125,-757.75,-3610.15625,antimony
Slegao ZF-M d8-0,BC 2 a,33253.27365,-456.9375,-422.78125,-2904.96875,antimony
Thuecheae JL-W c18-14,B 2 d,17002.79991,-2013.90625,-80,53507.84375,antimony
Tyreano UJ-L c10-8,CD 5 e,59539.45891,-25877.59375,-296.3125,37791.1875,antimony
Phoi Eur FF-A c0,B 5 b,264239.1959,4076.375,53.53125,-15127.09375,antimony
Schafaae BR-C d13-1,B 10 c,153254.4149,-11948.1875,596.5625,-7547.21875,antimony
Phrio Hype BY-F d12-61,C 12 d,35699.14878,4206.78125,-52.1875,-6380.96875,antimony
Nyauthou VE-K c11-8,B 3 f,71829.22143,-1441.9375,-171.59375,55737.53125,antimony
Nyauthou XY-D c1-24,B 3 a,80273.08109,-1526.84375,-103.5625,55317.8125,antimony
Glaiseia BN-H d11-0,BC 2 a,39280.96555,-36598.15625,-140.78125,31920.25,antimony
Wizz YW-I d10-0,B 5 b,28460.26585,22024.71875,949.96875,-11691.96875,antimony
Gria Eon NI-Z d1-1,B 2 b,79333.45033,-32567.53125,-64.21875,3006,antimony
Oochoth SW-W d1-0,CD 2 c,202881.267,13920.625,-1125.34375,-2182.6875,antimony
Pyrivo GW-U d3-12,CD 3 c,159917.102,-1766.96875,-436.6875,54312.03125,antimony
Tibb PV-R c6-0,C 2 a,97794.96194,2698.25,-422.9375,-12302.1875,antimony
Truechou IE-R c5-15,B 8 a,47733.5016,1092.65625,349.96875,52966.1875,antimony
Outotz JI-J d9-4,B 7 b,158300.2436,406.59375,413.8125,-1471.1875,antimony
Pyrooe Dryiae SA-U d4-0,C 3 b,173024.3543,-5021.9375,-56.53125,62106.78125,antimony
Smootoae YR-H d11-3,B 4 c,365959.1294,459.75,1220.46875,52402.8125,antimony
Col 107 Sector XB-H c25-20,C 7 c,137642.4664,2851.0625,-141.125,-4532.28125,antimony
Phrio Hype TD-T d3-1,BC 1 d,30087.18969,4228.71875,-1163.625,-7141.125,antimony
Hypoea Eaescs ZP-D c13-0,B 2 b,546265.3748,-18504.9375,-821.4375,-5623.25,antimony
Hegue WZ-P d5-1,B 4 a,51430.73055,4167.46875,288.5625,-3121.0625,antimony
Col 89 Sector AH-Z c15-2,B 4 b,426510.4138,703.4375,336.21875,-4099.375,antimony
Nyauthou QU-W d2-12,CD 5 b,122431.649,-2584.53125,-414.34375,55515.90625,antimony
Engoks VF-D c29-0,B 2 b,210503.6852,23452.0625,-54.9375,4026.96875,antimony
Gludgai KO-Z d13-15,BCD 2 e,455601.4171,9131.5,12.46875,-3678.65625,antimony
Hegue JI-B d13-14,B 5 a,522092.6316,4205.75,7.28125,-2494.90625,antimony
Gludgeia DL-P d5-17,B 7 d,295599.0973,1615.71875,4.03125,-4411.6875,antimony
Pha Aeb ZI-T d3-1,D 5 a,393871.8099,-9228.34375,156.40625,-7077.96875,antimony
Slegeae XJ-A d1,BC 1 a,48378.60158,2590.21875,-1140.21875,-3610.46875,antimony
Hypoae Aip EZ-A d3,B 4 b,122665.2604,6209,430.5625,-6183,antimony
Truechiae WW-A c27-22,CD 6 a,17465.87541,-2196.21875,-13.375,53861.78125,antimony
Outotz HD-J d9-3,B 11 d,192205.0221,47.59375,311.6875,-1471.1875,antimony
Syrivio YO-R d4-29,B 1 a,91466.37406,-12194.5625,148.5,54384.875,antimony
Hedgia CU-R d4-0,B 8 b,176212.3222,-16854.375,217.625,-3218.65625,antimony
Ceeckia ZC-W c4-0,CDE 3 c,119227.2023,-1120.15625,-239.5625,64435.96875,antimony
Plio Chruia JP-D d13-6,B 6 e,284740.4995,1516.25,981.75,48753.8125,antimony
Plaa Briae IC-D d12-2,B 9 a,24074.00347,579.34375,1.8125,51234.5,antimony
Syriae Thaa AA-F c25-0,C 1 b,146519.5852,-1504.09375,97.78125,64016.4375,antimony
Thuecheae FU-H c26-4,B 5 a,128879.1735,-1599.84375,-210.1875,53817.71875,antimony
Thuecheae WR-H d11-76,B 9 d,113082.7115,-2302.625,-68.21875,53659.90625,antimony
Dryafiae KW-C d0,CDE 1 b,67361.14009,6186.90625,-98.90625,-8669.3125,antimony
Ploxu FT-G d11-0,BCD 3 e,50526.00761,4051.21875,-431.5625,57533.8125,antimony
Hypo Aeb HN-S c17-0,B 3,34588.68349,-9933.125,1.6875,-7970.21875,antimony
Schadgeia VC-V c2-0,CD 8 a,61027.04303,-823.625,60.375,-8624.3125,antimony
Phoi Ais ER-V d2-0,C 7 c,368629.2062,1422.03125,1730.125,-4608.75,antimony
Auphairsts SW-W c4-6,DE 4 d,146272.4345,198.625,-82.28125,50362.46875,antimony
Syriveia UD-J d9-19,B 10 b,49108.54605,-5276.4375,322.5625,54803.46875,antimony
Dehio EN-H d11-2,BC 1 c,377586.118,-33791.09375,-154.125,10175.53125,antimony
Oochorrs MU-M d8-14,B 9 b,405374.1053,327.5625,-118.3125,-1623.4375,antimony
Flyae Blao AX-W c4-25,B 3 b,174650.8216,9464.53125,-65.3125,47814.40625,antimony
Engoks QT-H c26-0,B 11 d,55315.19697,23375.84375,-201.90625,3900.6875,antimony
Hegeia ZY-R d4-7,B 5 a,215270.747,-1531.03125,308.96875,-3164.375,antimony
Engopr ZA-A c16-2,B 3 b,300760.1999,25259.625,-459.40625,3462.75,antimony
Pyrooe Eohn EH-F c14-0,B 1 a,65108.58773,-3980.15625,-104.875,59698.96875,antimony
Hypoea Hypooe EG-N d7-6,B 16 b,484176.1286,-18279.875,-671.5,-8045.875,antimony
Gludgae BF-R d4-80,B 1 a,58531.91637,3073.375,20.78125,-4445.09375,antimony
Schee Hypue PD-N c9-0,C 11 d,264278.586,-4179.75,-302.46875,-8342.96875,antimony
Slegao PO-I d9-0,B 4,192997.7784,-1090.875,-1212,-2810.46875,antimony
Gludgai ZS-O c20-0,BC 6 a,205681.8873,9100.21875,320.65625,-4005.65625,antimony
Thor's Helmet Sector HH-V c2-0,B 10 b,86932.30131,2619.28125,-20.8125,-2461.28125,antimony
Cyoidai VI-B d2,B 6 a,381605.3922,658.25,-737.5,-7392.9375,antimony
Xothoae GG-Y d21,B 3 d,149095.2412,-26734.84375,43.125,29790.21875,antimony
Hypoea Eaescs UB-J d10-7,B 3 a,67200.22032,-19079.5625,-249.5625,-5242.40625,antimony
Slegao EC-C d13-0,B 2 a,88080.88819,-691.78125,-971.09375,-2494.09375,antimony
Smooraei TH-K c25-16,BC 8 b,168277.9254,-22076.15625,-54.59375,39705.9375,antimony
Tyreano UJ-L c10-8,CD 3 b,58443.74236,-25877.59375,-296.3125,37791.1875,antimony
Hypoae Aihm IS-B d13-72,B 5 e,53353.70577,3170.125,139.78125,-5054.1875,antimony
Pleia Thaa WE-O d7-1,C 2 f,120990.2859,13890.53125,935.15625,-2956.84375,antimony
Ceeckaea UU-I c12-1,B 3 b,40581.47689,-1471.09375,-79.5,64742.875,antimony
Hypoae Aihm WP-O d6-9,BC 4 a,192954.0186,2821.46875,429,-5615.875,antimony
Smooruia OR-O c21-0,B 4 a,50502.76039,-20196.78125,-588.4375,39543,antimony
Smootue QI-R d5-4,B 9 d,446030.3243,-4174.0625,789.125,51955.59375,antimony
Scheau Dryoae PJ-P c22-0,B 2 b,34422.20502,1417.3125,-104.4375,-15462.125,antimony
Hypuae Aed RE-P c19-2,C 7,45048.66912,10730.25,48.1875,-7894.53125,antimony
Glaicheae FA-Y c1-0,B 4 b,36897.23612,23519.96875,315.40625,43845.4375,antimony
Styaill RM-W c1-4,BC 6 b,107991.4572,6713.34375,5.75,-7374.71875,antimony
Hypuae Ain NA-A d60,B 4 a,58788.97001,991.8125,-14.34375,-6170.46875,antimony
Hypo Aeb YI-F c25-0,CD 8 d,15187.51128,-10139.6875,178.53125,-7661.625,antimony
Pru Aeb WE-Y d1-1,BCD 4 a,174662.0188,-31545.59375,767.15625,8079.8125,antimony
Crivoe HT-O d7-16,B 3 a,340167.4556,15721.375,-63.5,54674.625,antimony
Tradgio UJ-Z d5,B 5 b,73877.71952,-16528.1875,-812.3125,-8662.96875,antimony
Hyuerts OH-K c25-0,C 1 c,329698.0289,10978.34375,-59.75,-12783.03125,antimony
Dryafiae KW-C d0,CDE 2 c,63850.6767,6186.90625,-98.90625,-8669.3125,antimony
Hypiae Aescs VE-H d10-0,CD 7 a,21815.95273,-8289.65625,242.90625,-7792.78125,antimony
Gludgaa SB-W c15-17,B 8 e,277528.4317,-213.75,-15.0625,-4201.78125,antimony
Cyoidai DH-J d10-7,BCDE 1 a,23194.51727,979.46875,-120.53125,-6575.90625,antimony
Hypoae Aip CV-H c12-1,C 1 b,25150.54507,5062.15625,1014.125,-5633.375,antimony
Ploea Brou QG-O c6-2,CDE 6 c,16210.94412,5877.46875,116.90625,50444.875,antimony
Ooscs Aewsy NG-Y d0,B 8 b,146188.6982,21146.0625,-15.71875,-13778.28125,antimony
Smooraei NT-L c23-5,B 2 b,18243.17844,-21825.75,-481.21875,39625.90625,antimony
Hypio Hype HO-T c6-0,B 4 a,30865.18212,10807.71875,-37.375,-8425.3125,antimony
Truechiae GJ-F d12-0,B 1 b,126358.3909,-2298.1875,946.5,53739.71875,antimony
Byeetho TQ-B d14-0,B 4 c,31669.29195,27386.59375,861,38536.3125,antimony
Uctaisps CB-A c2,B 4,351262.7203,22823.15625,-7.0625,42477.25,antimony
Pyra Eop HU-Z c16-0,BC 1 a,45582.5342,-1829.75,-112.59375,59829.75,antimony
Pyraea Thua XY-S d3-2,B 1 b,332887.4808,-4569.25,6.09375,59427.78125,antimony
Hypoea Eaeb MC-B d1-1,BCD 4 a,144524.2519,-25971.90625,-87.6875,-6080.65625,antimony
